@relation credit-data-cleaned-numerical-xlsx

@attribute case_no numeric
@attribute checking_status {<0,0<=X<200,'no checking',>=200}
@attribute credit_history {'critical/other existing credit','existing paid','delayed previously','no credits/all paid','all paid'}
@attribute purpose {radio/tv,education,furniture/equipment,'new car','used car',business,'domestic appliance',repairs,other,retraining}
@attribute credit_amount numeric
@attribute saving_status {'no known savings',<100,500<=X<1000,>=1000,100<=X<500}
@attribute employment {>=7,1<=X<4,4<=X<7,unemployed,<1}
@attribute personal_status {'male single','female div/dep/mar','male div/sep','male mar/wid'}
@attribute age numeric
@attribute job {skilled,'unskilled resident','high qualif/self emp/mgmt','unemp/unskilled non res'}
@attribute class numeric

@data
841,<0,'existing paid',furniture/equipment,5179,<100,4<=X<7,'male single',29,skilled,0
842,'no checking','delayed previously','used car',2993,<100,1<=X<4,'male single',28,'unskilled resident',1
843,'no checking','existing paid',repairs,1943,<100,<1,'female div/dep/mar',23,skilled,0
844,'no checking','all paid',business,1559,<100,4<=X<7,'male single',50,skilled,1
845,'no checking','existing paid',furniture/equipment,3422,<100,>=7,'male single',47,skilled,1
846,0<=X<200,'existing paid',furniture/equipment,3976,'no known savings',4<=X<7,'male single',35,skilled,1
847,'no checking','existing paid','new car',6761,'no known savings',1<=X<4,'male single',68,skilled,0
848,'no checking','existing paid','new car',1249,<100,<1,'male mar/wid',28,skilled,1
849,<0,'existing paid',radio/tv,1364,<100,4<=X<7,'male single',59,skilled,1
850,<0,'existing paid',radio/tv,709,<100,>=7,'male single',57,'unskilled resident',0
851,<0,'critical/other existing credit','new car',2235,<100,1<=X<4,'male mar/wid',33,skilled,0
852,'no checking','critical/other existing credit','used car',4042,'no known savings',4<=X<7,'male single',43,skilled,1
853,'no checking','critical/other existing credit',radio/tv,1471,<100,1<=X<4,'male single',35,skilled,1
854,<0,'all paid','new car',1442,<100,4<=X<7,'male single',32,'unskilled resident',0
855,'no checking','delayed previously','new car',10875,<100,>=7,'male single',45,skilled,1
856,'no checking','existing paid','new car',1474,100<=X<500,<1,'male mar/wid',33,skilled,1
857,'no checking','existing paid',retraining,894,'no known savings',4<=X<7,'female div/dep/mar',40,skilled,1
858,'no checking','critical/other existing credit',furniture/equipment,3343,<100,1<=X<4,'male single',28,skilled,1
859,<0,'existing paid','new car',3959,<100,1<=X<4,'female div/dep/mar',29,skilled,0
860,'no checking','existing paid','new car',3577,100<=X<500,1<=X<4,'male single',26,skilled,1
861,'no checking','critical/other existing credit','used car',5804,>=1000,1<=X<4,'male single',27,skilled,1
862,'no checking','delayed previously',business,2169,<100,1<=X<4,'male mar/wid',28,skilled,0
863,<0,'existing paid',radio/tv,2439,<100,<1,'female div/dep/mar',35,skilled,0
864,'no checking','critical/other existing credit',furniture/equipment,4526,>=1000,<1,'male single',32,'unskilled resident',1
865,'no checking','existing paid',furniture/equipment,2210,<100,1<=X<4,'male single',25,'unskilled resident',0
866,'no checking','existing paid',furniture/equipment,2221,500<=X<1000,1<=X<4,'female div/dep/mar',20,skilled,1
867,<0,'existing paid',radio/tv,2389,<100,<1,'female div/dep/mar',27,skilled,1
868,'no checking','critical/other existing credit',furniture/equipment,3331,<100,>=7,'male single',42,skilled,1
869,'no checking','existing paid',business,7409,'no known savings',>=7,'male single',37,skilled,1
870,<0,'existing paid',furniture/equipment,652,<100,>=7,'female div/dep/mar',24,skilled,1
871,'no checking','delayed previously',furniture/equipment,7678,500<=X<1000,4<=X<7,'female div/dep/mar',40,skilled,1
872,>=200,'critical/other existing credit','new car',1343,<100,>=7,'male single',46,skilled,1
873,<0,'critical/other existing credit',business,1382,100<=X<500,4<=X<7,'male single',26,skilled,1
874,'no checking','existing paid','domestic appliance',874,'no known savings',<1,'female div/dep/mar',24,skilled,1
875,<0,'existing paid',furniture/equipment,3590,<100,1<=X<4,'male single',29,'unskilled resident',1
876,0<=X<200,'critical/other existing credit','new car',1322,>=1000,1<=X<4,'female div/dep/mar',40,skilled,1
877,<0,'all paid',radio/tv,1940,<100,<1,'male single',36,'high qualif/self emp/mgmt',1
878,'no checking','existing paid',radio/tv,3595,<100,>=7,'male single',28,skilled,1
879,<0,'existing paid','new car',1422,<100,<1,'male single',27,'high qualif/self emp/mgmt',0
880,'no checking','critical/other existing credit',radio/tv,6742,'no known savings',4<=X<7,'male single',36,skilled,1
881,'no checking','existing paid','used car',7814,<100,4<=X<7,'male single',38,'high qualif/self emp/mgmt',1
882,'no checking','existing paid','used car',9277,'no known savings',1<=X<4,'male div/sep',48,skilled,1
883,0<=X<200,'critical/other existing credit','new car',2181,'no known savings',>=7,'male single',36,skilled,1
884,'no checking','critical/other existing credit',radio/tv,1098,<100,unemployed,'female div/dep/mar',65,'unemp/unskilled non res',1
885,0<=X<200,'existing paid',furniture/equipment,4057,<100,4<=X<7,'male div/sep',43,skilled,0
886,<0,'existing paid',education,795,<100,<1,'female div/dep/mar',53,skilled,0
887,0<=X<200,'critical/other existing credit',business,2825,'no known savings',4<=X<7,'male single',34,skilled,1
888,0<=X<200,'existing paid',business,15672,<100,1<=X<4,'male single',23,skilled,0
889,'no checking','critical/other existing credit','new car',6614,<100,>=7,'male single',34,'high qualif/self emp/mgmt',1
890,'no checking','all paid','used car',7824,'no known savings',<1,'male single',40,skilled,1
891,<0,'critical/other existing credit',business,2442,<100,>=7,'male single',43,'high qualif/self emp/mgmt',1
892,'no checking','critical/other existing credit',radio/tv,1829,<100,>=7,'male single',46,skilled,1
893,<0,'critical/other existing credit','new car',2171,<100,1<=X<4,'male single',38,'unskilled resident',1
894,0<=X<200,'critical/other existing credit','used car',5800,<100,1<=X<4,'male single',34,skilled,1
895,'no checking','critical/other existing credit',radio/tv,1169,'no known savings',1<=X<4,'male single',29,skilled,1
896,'no checking','delayed previously','used car',8947,'no known savings',4<=X<7,'male single',31,'high qualif/self emp/mgmt',1
897,<0,'existing paid',radio/tv,2606,<100,<1,'female div/dep/mar',28,'high qualif/self emp/mgmt',1
898,'no checking','critical/other existing credit',furniture/equipment,1592,>=1000,4<=X<7,'female div/dep/mar',35,skilled,1
899,'no checking','existing paid',furniture/equipment,2186,'no known savings',4<=X<7,'female div/dep/mar',33,'unskilled resident',1
900,<0,'existing paid',furniture/equipment,4153,<100,1<=X<4,'male single',42,skilled,0
901,<0,'critical/other existing credit','new car',2625,<100,>=7,'male single',43,skilled,0
902,'no checking','critical/other existing credit','new car',3485,'no known savings',<1,'male div/sep',44,skilled,1
903,'no checking','critical/other existing credit','used car',10477,'no known savings',>=7,'male single',42,skilled,1
904,'no checking','existing paid',radio/tv,1386,'no known savings',1<=X<4,'male mar/wid',40,skilled,1
905,'no checking','existing paid',radio/tv,1278,<100,>=7,'male single',36,'high qualif/self emp/mgmt',1
906,<0,'existing paid',radio/tv,1107,<100,1<=X<4,'male single',20,'high qualif/self emp/mgmt',1
907,<0,'existing paid','new car',3763,'no known savings',4<=X<7,'male single',24,'unskilled resident',1
908,0<=X<200,'existing paid',education,3711,'no known savings',1<=X<4,'male mar/wid',27,skilled,1
909,'no checking','delayed previously','used car',3594,<100,<1,'female div/dep/mar',46,'unskilled resident',1
910,0<=X<200,'existing paid','new car',3195,'no known savings',1<=X<4,'female div/dep/mar',33,'unskilled resident',1
911,'no checking','delayed previously',radio/tv,4454,<100,1<=X<4,'female div/dep/mar',34,skilled,1
912,0<=X<200,'critical/other existing credit',furniture/equipment,4736,<100,<1,'female div/dep/mar',25,'unskilled resident',0
913,0<=X<200,'existing paid',radio/tv,2991,'no known savings',>=7,'female div/dep/mar',25,skilled,1
914,'no checking','existing paid',business,2142,>=1000,>=7,'male div/sep',28,skilled,1
915,<0,'all paid',business,3161,<100,1<=X<4,'male single',31,skilled,0
916,0<=X<200,'no credits/all paid',other,18424,<100,1<=X<4,'female div/dep/mar',32,'high qualif/self emp/mgmt',0
917,'no checking','existing paid','used car',2848,100<=X<500,1<=X<4,'male single',32,skilled,1
918,<0,'existing paid','new car',14896,<100,>=7,'male single',68,'high qualif/self emp/mgmt',0
919,<0,'existing paid',furniture/equipment,2359,100<=X<500,unemployed,'male div/sep',33,skilled,0
920,<0,'existing paid',furniture/equipment,3345,<100,>=7,'male single',39,'high qualif/self emp/mgmt',0
921,'no checking','critical/other existing credit',furniture/equipment,1817,<100,1<=X<4,'female div/dep/mar',28,skilled,1
922,'no checking','delayed previously',radio/tv,12749,500<=X<1000,4<=X<7,'male single',37,'high qualif/self emp/mgmt',1
923,<0,'existing paid',radio/tv,1366,<100,<1,'female div/dep/mar',22,skilled,0
924,0<=X<200,'existing paid','new car',2002,<100,4<=X<7,'male single',30,skilled,1
925,<0,'all paid',furniture/equipment,6872,<100,<1,'male div/sep',55,skilled,0
926,<0,'all paid','new car',697,<100,<1,'male single',46,skilled,0
927,<0,'critical/other existing credit',furniture/equipment,1049,<100,<1,'female div/dep/mar',21,skilled,1
928,<0,'existing paid','used car',10297,<100,4<=X<7,'male single',39,skilled,0
929,'no checking','existing paid',radio/tv,1867,'no known savings',>=7,'male single',58,skilled,1
930,<0,'delayed previously','new car',1344,<100,1<=X<4,'male single',43,'unskilled resident',1
931,<0,'existing paid',furniture/equipment,1747,<100,<1,'male single',24,'unskilled resident',1
932,0<=X<200,'existing paid',radio/tv,1670,<100,<1,'female div/dep/mar',22,skilled,0
933,'no checking','critical/other existing credit','new car',1224,<100,1<=X<4,'male single',30,skilled,1
934,'no checking','critical/other existing credit',radio/tv,522,500<=X<1000,>=7,'male single',42,skilled,1
935,<0,'existing paid',radio/tv,1498,<100,1<=X<4,'female div/dep/mar',23,skilled,1
936,0<=X<200,'delayed previously',radio/tv,1919,100<=X<500,<1,'male single',30,'high qualif/self emp/mgmt',0
937,>=200,'existing paid',radio/tv,745,<100,1<=X<4,'female div/dep/mar',28,'unskilled resident',0
938,0<=X<200,'existing paid',radio/tv,2063,<100,<1,'male mar/wid',30,'high qualif/self emp/mgmt',1
939,0<=X<200,'existing paid',education,6288,<100,1<=X<4,'male single',42,skilled,0
940,'no checking','critical/other existing credit','used car',6842,'no known savings',1<=X<4,'male single',46,'high qualif/self emp/mgmt',1
941,'no checking','existing paid','new car',3527,'no known savings',<1,'male single',45,'high qualif/self emp/mgmt',1
942,'no checking','existing paid','new car',1546,<100,1<=X<4,'male single',31,'unskilled resident',1
943,'no checking','existing paid',furniture/equipment,929,'no known savings',4<=X<7,'male single',31,skilled,1
944,'no checking','critical/other existing credit','new car',1455,<100,4<=X<7,'male single',42,'unskilled resident',1
945,<0,'existing paid',furniture/equipment,1845,<100,<1,'female div/dep/mar',46,skilled,1
946,0<=X<200,'no credits/all paid','new car',8358,500<=X<1000,<1,'female div/dep/mar',30,skilled,1
947,<0,'all paid',furniture/equipment,3349,500<=X<1000,<1,'male single',30,skilled,0
948,'no checking','existing paid','new car',2859,'no known savings',unemployed,'male single',38,'high qualif/self emp/mgmt',1
949,'no checking','existing paid',furniture/equipment,1533,<100,<1,'male mar/wid',43,'unskilled resident',0
950,'no checking','existing paid',radio/tv,3621,100<=X<500,>=7,'male single',31,skilled,0
951,0<=X<200,'critical/other existing credit',business,3590,<100,unemployed,'male mar/wid',40,'unemp/unskilled non res',1
952,<0,'delayed previously',business,2145,<100,4<=X<7,'male single',24,skilled,0
953,0<=X<200,'existing paid','used car',4113,500<=X<1000,<1,'female div/dep/mar',28,skilled,0
954,'no checking','existing paid',furniture/equipment,10974,<100,unemployed,'female div/dep/mar',26,'high qualif/self emp/mgmt',0
955,<0,'existing paid','new car',1893,<100,1<=X<4,'female div/dep/mar',29,skilled,1
956,<0,'critical/other existing credit',radio/tv,1231,>=1000,>=7,'female div/dep/mar',57,'high qualif/self emp/mgmt',1
957,>=200,'critical/other existing credit',radio/tv,3656,'no known savings',>=7,'male single',49,'unskilled resident',1
958,0<=X<200,'critical/other existing credit',radio/tv,1154,<100,>=7,'male single',37,'unskilled resident',1
959,<0,'existing paid','new car',4006,<100,1<=X<4,'male single',45,'unskilled resident',0
960,0<=X<200,'existing paid',furniture/equipment,3069,100<=X<500,>=7,'male single',30,skilled,1
961,'no checking','critical/other existing credit',radio/tv,1740,<100,>=7,'male mar/wid',30,skilled,1
962,0<=X<200,'delayed previously','new car',2353,<100,1<=X<4,'male div/sep',47,skilled,1
963,'no checking','existing paid','new car',3556,'no known savings',1<=X<4,'male single',29,skilled,1
964,'no checking','existing paid',radio/tv,2397,500<=X<1000,>=7,'male single',35,skilled,0
965,0<=X<200,'existing paid',repairs,454,<100,<1,'male mar/wid',22,'unskilled resident',1
966,0<=X<200,'existing paid',radio/tv,1715,'no known savings',1<=X<4,'female div/dep/mar',26,skilled,1
967,0<=X<200,'critical/other existing credit',radio/tv,2520,500<=X<1000,1<=X<4,'male single',23,'unskilled resident',0
968,'no checking','existing paid',radio/tv,3568,<100,>=7,'female div/dep/mar',54,'high qualif/self emp/mgmt',1
969,'no checking','existing paid',radio/tv,7166,'no known savings',4<=X<7,'male mar/wid',29,skilled,1
970,<0,'critical/other existing credit','new car',3939,<100,1<=X<4,'male single',40,'unskilled resident',1
971,0<=X<200,'existing paid',repairs,1514,100<=X<500,1<=X<4,'male single',22,skilled,1
972,'no checking','existing paid','new car',7393,<100,1<=X<4,'male single',43,'unskilled resident',1
973,<0,'all paid','new car',1193,<100,unemployed,'female div/dep/mar',29,'unemp/unskilled non res',0
974,<0,'existing paid',business,7297,<100,>=7,'male single',36,skilled,0
975,'no checking','critical/other existing credit',radio/tv,2831,<100,1<=X<4,'female div/dep/mar',33,skilled,1
976,>=200,'existing paid',radio/tv,1258,500<=X<1000,1<=X<4,'female div/dep/mar',57,'unskilled resident',1
977,0<=X<200,'existing paid',radio/tv,753,<100,1<=X<4,'female div/dep/mar',64,skilled,1
978,0<=X<200,'delayed previously',business,2427,'no known savings',>=7,'male single',42,skilled,1
979,'no checking','delayed previously','new car',2538,<100,>=7,'male single',47,'unskilled resident',0
980,0<=X<200,'all paid','new car',1264,100<=X<500,1<=X<4,'male mar/wid',25,skilled,0
981,0<=X<200,'critical/other existing credit',furniture/equipment,8386,<100,4<=X<7,'male single',49,skilled,0
982,'no checking','existing paid',business,4844,<100,unemployed,'male single',33,'high qualif/self emp/mgmt',0
983,>=200,'existing paid','new car',2923,100<=X<500,1<=X<4,'female div/dep/mar',28,'high qualif/self emp/mgmt',1
984,<0,'existing paid','used car',8229,<100,1<=X<4,'male single',26,skilled,0
985,'no checking','critical/other existing credit',furniture/equipment,2028,<100,4<=X<7,'male single',30,'unskilled resident',1
986,<0,'critical/other existing credit',furniture/equipment,1433,<100,1<=X<4,'female div/dep/mar',25,skilled,1
987,>=200,'no credits/all paid',business,6289,<100,<1,'male div/sep',33,skilled,1
988,'no checking','existing paid',radio/tv,1409,100<=X<500,unemployed,'female div/dep/mar',64,skilled,1
989,<0,'existing paid','used car',6579,<100,unemployed,'male single',29,'high qualif/self emp/mgmt',1
990,0<=X<200,'critical/other existing credit',radio/tv,1743,<100,>=7,'male single',48,'unskilled resident',1
991,'no checking','critical/other existing credit',education,3565,'no known savings',<1,'male single',37,'unskilled resident',1
992,'no checking','all paid',radio/tv,1569,100<=X<500,>=7,'male single',34,'unskilled resident',1
993,<0,'existing paid',radio/tv,1936,'no known savings',4<=X<7,'male mar/wid',23,'unskilled resident',1
994,<0,'existing paid',furniture/equipment,3959,<100,unemployed,'male single',30,'high qualif/self emp/mgmt',1
995,'no checking','existing paid','new car',2390,'no known savings',>=7,'male single',50,skilled,1
996,'no checking','existing paid',furniture/equipment,1736,<100,4<=X<7,'female div/dep/mar',31,'unskilled resident',1
997,<0,'existing paid','used car',3857,<100,1<=X<4,'male div/sep',40,'high qualif/self emp/mgmt',1
998,'no checking','existing paid',radio/tv,804,<100,>=7,'male single',38,skilled,1
999,<0,'existing paid',radio/tv,1845,<100,1<=X<4,'male single',23,skilled,0
1000,0<=X<200,'critical/other existing credit','used car',4576,100<=X<500,unemployed,'male single',27,skilled,1
